timeDuration;nMovements;movementsDifficulty;AItechnique;robotSpeech;acrobaticMovements;movementsRepetition;musicGenre;movementsTransitionsDuration;humanMovements;balance;speed;bodyPartsCombination;musicBPM;sameStartEndPositionPlace;headMovement;armsMovement;handsMovement;legsMovement;feetMovement;EvaluationChoreographyStoryTelling;EvaluationChoreographyRhythm;EvaluationChoreographyMovementTechnique;EvaluationPublicInvolvement;EvaluationChoreographySpace;EvaluationChoreographyHumanCharacterization;EvaluationHumanReproducibility
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;3;5;3;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;2;4;2;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;4;2;4;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;2;2;2;3;2;2
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;3;3;5;2;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;3;2;2;2;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;5;5;5;2;5;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;4;3;4;3;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;5;2;5;5;5;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;1;3;4;3;2;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;2;4;5;4;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;5;5;5;5;5;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;3;1;1;1;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;4;4;3;3;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;2;2;2;3;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;3;4;3;4;3;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;4;3;2;3;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;4;4;4;5;2;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;4;3;2;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;3;4;4;4;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;2;4;4;4;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;1;2;2;2;4;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;2;3;2;2;3;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;5;5;5;5;5;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;2;3;3;2;2;2;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;3;3;3;4;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;2;2;2;2;2;2;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;1;4;2;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;3;3;3;4;3;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;1;4;2;4;3;1;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;2;2;2;2;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;4;3;4;4;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;2;4;2;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;3;4;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;2;3;2;2;3;1;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;3;3;2;3;2;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;2;2;3;4;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;5;5;4;5;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;3;2;2;2;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;5;5;5;4;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;1;4;4;4;2;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;4;3;4;4;4;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;4;4;3;3;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;2;4;2;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;4;4;4;3;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;2;4;4;3;4;4;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;4;5;5;5;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;4;2;4;2;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;4;5;5;4;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;4;4;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;4;5;5;5;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;1;2;2;2;4;2;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;5;4;3;2;2;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;5;5;5;4;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;2;4;2;2;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;3;5;5;4;5;5;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;2;2;2;2;2;2;2
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;1;5;3;4;3;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;4;4;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;1;2;1;2;1;1;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;2;4;2;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;2;4;2;2;2;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;2;2;2;2;4;2;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;2;2;2;2;2;2;2
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;2;3;3;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;4;3;4;4;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;4;2;3;4;3;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;4;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;3;4;3;1;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;2;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;4;5;5;2;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;4;4;5;4;3;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;4;2;2;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;3;2;2;2;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;3;3;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;3;3;3;2;2;2;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;2;3;2;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;2;5;5;2;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;4;4;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;4;5;4;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;1;4;4;3;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;2;2;2;2;3
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;3;4;4;3;3;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;5;5;5;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;2;2;2;2;2
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;4;5;5;4;3
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;5;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;2;4;2;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;3;4;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;1;2;1;3;1;1;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;2;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;2;3;3;2;2;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;2;4;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;3;2;3;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;2;2;3;2;3;1;2
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;3;4;3;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;4;4;4;3;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;5;5;4;5;2;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;3;3;3;3;3;3
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;4;5;4;4;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;4;5;5;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;4;2;4;4;2;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;5;4;4;3
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;1;5;1;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;4;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;2;3;4;4;3;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;4;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;3;2;4;2;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;2;4;2;4;2;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;5;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;3;3;3;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;1;4;2;2;2;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;5;4;3;4;2;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;4;4;4;4
